X,Y,fullDate,location,leakClass,month,date,weekday,year,week,lon,lat,ObjectId
-8471662.63020001,5321407.32449999,2004/02/07 00:00:00+00,1020 SUNNYCREST RD,0,2.0,7.0,,2004.0,6.0,-76.1022402261285,43.0619585135265,882
-8475225.108,5319690.099,2004/02/08 00:00:00+00,UNIVERSITY AVE & ERIE BLVD E,0,2.0,8.0,,2004.0,6.0,-76.1342425086992,43.0506869262284,883
-8479489.56519999,5321017.4198,2004/02/08 00:00:00+00,W BEAR ST & PULASKI ST,0,2.0,8.0,,2004.0,6.0,-76.1725507795115,43.0593994246586,884
-8475011.40989999,5321409.9777,2004/02/08 00:00:00+00,1 BRATTLE RD,0,2.0,8.0,,2004.0,6.0,-76.132322826005,43.0619759270943,885
-8471736.2139,5319785.6092,2004/02/11 00:00:00+00,232 HAZELWOOD AVE,0,2.0,11.0,,2004.0,6.0,-76.1029012397522,43.0513138939711,886
-8474243.3797,5318863.1642,2004/02/11 00:00:00+00,500 S BEECH ST,0,2.0,11.0,,2004.0,6.0,-76.1254234933318,43.04525832239,887
-8470522.7506,5318145.7631,2004/02/11 00:00:00+00,HILLSBORO PKWY & ENFIELD PL,0,2.0,11.0,,2004.0,6.0,-76.0920005134611,43.0405483885427,888
-8476772.8876,5324751.5127,2004/02/12 00:00:00+00,1601 LEMOYNE AVE,0,2.0,12.0,,2004.0,7.0,-76.1481464494105,43.0839032715708,889
-8471397.3525,5319340.26749999,2004/02/14 00:00:00+00,209 HARWOOD AVE,0,2.0,14.0,,2004.0,7.0,-76.099857196004,43.0483904354548,890
-8475898.5225,5312642.91839999,2004/02/17 00:00:00+00,311 CLARENCE AVE,0,2.0,17.0,,2004.0,7.0,-76.1402918940782,43.0044086887226,891
-8471247.31220001,5322532.08469999,2004/02/17 00:00:00+00,102 WALTER DR,0,2.0,17.0,,2004.0,7.0,-76.0985093610568,43.0693401325528,892
-8472520.3372,5317570.4371,2004/02/19 00:00:00+00,1106 MEADOWBROOK DR,0,2.0,19.0,,2004.0,8.0,-76.1099451392024,43.036770955205,893
-8475809.3051,5317698.5476,2004/02/19 00:00:00+00,VAN BUREN ST & STADIUM PL,0,2.0,19.0,,2004.0,8.0,-76.1394904405379,43.0376121138744,894
-8477608.3056,5323893.4177,2004/02/20 00:00:00+00,369 WILLUMAE DR,0,2.0,20.0,,2004.0,8.0,-76.1556511369908,43.0782731515819,895
-8474809.5682,5320903.358,2004/02/23 00:00:00+00,530 ELM ST,0,2.0,23.0,,2004.0,8.0,-76.1305096511642,43.0586507746517,896
-8474809.5682,5320903.358,2004/02/23 00:00:00+00,530 ELM ST,0,2.0,23.0,,2004.0,8.0,-76.1305096511642,43.0586507746517,897
-8478327.66640001,5319890.5301,2004/02/24 00:00:00+00,311 PARK AVE,0,2.0,24.0,,2004.0,8.0,-76.1621132650052,43.0520026299831,898
-8474327.1211,5322398.27809999,2004/02/24 00:00:00+00,143 WHEATON RD,0,2.0,24.0,,2004.0,8.0,-76.1261757551271,43.0684620280901,899
-8472732.25350001,5316878.2204,2004/02/25 00:00:00+00,100 NOTTINGHAM RD,0,2.0,25.0,,2004.0,8.0,-76.1118488157149,43.0322257412469,900
-8474600.3835,5321736.51749999,2007/06/22 00:00:00+00,225 BRATTLE RD,0,6.0,22.0,,2007.0,25.0,-76.1286305130321,43.0641190458743,901
-8474597.7294,5321785.30839999,2007/06/22 00:00:00+00,233 BRATTLE RD,0,6.0,22.0,,2007.0,25.0,-76.1286066708461,43.0644392598064,902
-8471916.9145,5317298.4372,2007/06/22 00:00:00+00,1807 EUCLID AVE,0,6.0,22.0,,2007.0,25.0,-76.1045245008605,43.0349849972109,903
-8474600.3835,5321736.51749999,2007/06/23 00:00:00+00,225 BRATTLE RD,0,6.0,23.0,,2007.0,25.0,-76.1286305130321,43.0641190458743,904
-8472167.0272,5318297.0165,2007/06/25 00:00:00+00,SCOTTHOLM BLVD & BRADFORD PKWY,0,6.0,25.0,,2007.0,26.0,-76.1067713014721,43.0415414384397,905
-8474982.5481,5313685.4518,2007/06/27 00:00:00+00,153 AINSLEY DR,0,6.0,27.0,,2007.0,26.0,-76.1320635560444,43.0112571161252,906
-8475135.5306,5312410.29360001,2007/06/28 00:00:00+00,509 E SENECA TPKE,0,6.0,28.0,,2007.0,26.0,-76.1334378212239,43.0028804665281,907
-8477427.6097,5318427.3878,2007/06/28 00:00:00+00,200 ONEIDA ST,0,6.0,28.0,,2007.0,26.0,-76.1540279181033,43.0423973746052,908
-8480969.1862,5316904.5221,2007/07/02 00:00:00+00,1933 BELLEVUE AVE,0,7.0,2.0,,2007.0,27.0,-76.1858424411016,43.0323984488872,909
-8477069.0362,5319384.6057,2007/07/05 00:00:00+00,E FAYETTE ST & S WARREN ST,0,7.0,5.0,,2007.0,27.0,-76.150806797548,43.0486815011016,910
-8476433.6919,5318705.11480001,2007/07/09 00:00:00+00,500 HARRISON ST,0,7.0,9.0,,2007.0,28.0,-76.1450994025943,43.0442207160366,911
-8476176.70970001,5313309.53519999,2007/07/15 00:00:00+00,105 DAWES AVE,0,7.0,15.0,,2007.0,28.0,-76.1427908922143,43.0087877988079,912
-8477183.6181,5312013.942,2007/07/16 00:00:00+00,101 MACDOUGALL PL,0,7.0,16.0,,2007.0,29.0,-76.1518361042686,43.0002765580802,913
-8474743.9122,5317836.7515,2007/07/17 00:00:00+00,727 COMSTOCK AVE,0,7.0,17.0,,2007.0,29.0,-76.1299198532813,43.0385195317072,914
-8470883.6385,5320264.88389999,2007/07/18 00:00:00+00,2760 ERIE BLVD E,0,7.0,18.0,,2007.0,29.0,-76.0952424246253,43.0544599509769,915
-8479169.9936,5317678.4159,2007/07/20 00:00:00+00,505 DELAWARE ST,0,7.0,20.0,,2007.0,29.0,-76.169680018985,43.0374799322331,916
-8477509.51849999,5320102.45609999,2007/06/22 00:00:00+00,300 N FRANKLIN ST,0,6.0,22.0,,2007.0,25.0,-76.1547637173727,43.0533937598068,917
-8478923.4909,5317875.099,2007/07/24 00:00:00+00,207 SABINE ST,0,7.0,24.0,,2007.0,30.0,-76.1674656475552,43.0387713109743,918
-8475229.9445,5319479.2207,2007/07/23 00:00:00+00,1010 E WASHINGTON ST,0,7.0,23.0,,2007.0,30.0,-76.1342859557179,43.0493026127253,919
-8481270.6464,5318418.7151,2007/07/26 00:00:00+00,BURNET PARK,0,7.0,26.0,,2007.0,30.0,-76.1885505041537,43.0423404354687,920
-8481270.6464,5318418.7151,2007/07/27 00:00:00+00,BURNET PARK,0,7.0,27.0,,2007.0,30.0,-76.1885505041537,43.0423404354687,921
-8477601.1285,5315639.2002,2007/07/31 00:00:00+00,100 ROCKLAND AVE,0,7.0,31.0,,2007.0,31.0,-76.1555866640045,43.0240892808748,922
-8473087.9263,5317549.9591,2007/08/02 00:00:00+00,427 FELLOWS AVE,0,8.0,2.0,,2007.0,31.0,-76.1150438788387,43.0366364979656,923
-8474831.8052,5319024.4635,2007/08/06 00:00:00+00,COMSTOCK AVE & COMSTOCK PL,0,8.0,6.0,,2007.0,32.0,-76.1307094095339,43.0463172464895,924
-8479239.7259,5315907.40859999,2007/08/06 00:00:00+00,626 ROBERTS AVE,0,8.0,6.0,,2007.0,32.0,-76.1703064348939,43.0258506567944,925
-8478487.2102,5316293.68370001,2007/08/11 00:00:00+00,EASTVIEW AVE & ONONDAGA AVE,0,8.0,11.0,,2007.0,32.0,-76.1635464713454,43.0283873105354,926
-8474612.3686,5322765.99059999,2007/08/13 00:00:00+00,481 BRATTLE RD,0,8.0,13.0,,2007.0,33.0,-76.1287381770172,43.0708751074459,927
-8473763.85950001,5318330.6649,2007/08/21 00:00:00+00,100 DELL ST,0,8.0,21.0,,2007.0,34.0,-76.1211158900848,43.0417623538676,928
-8472906.91840001,5318835.72989999,2007/08/24 00:00:00+00,ELLIS ST & E GENESEE ST,0,8.0,24.0,,2007.0,34.0,-76.1134178572076,43.0450782153789,929
-8477239.3978,5318953.6976,2007/08/25 00:00:00+00,444 S SALINA ST,0,8.0,25.0,,2007.0,34.0,-76.1523371818391,43.0458526731534,930
-8476984.98590001,5320253.21799999,2007/08/28 00:00:00+00,425 N STATE ST,0,8.0,28.0,,2007.0,35.0,-76.1500517608568,43.0543833755433,931
-8476311.9566,5310782.3493,2007/08/29 00:00:00+00,5414 S SALINA ST,0,8.0,29.0,,2007.0,35.0,-76.1440058357882,42.9921846675402,932
-8470691.1295,5317777.3312,2007/09/02 00:00:00+00,322 KIMBER RD,0,9.0,2.0,,2007.0,35.0,-76.093513086855,43.0381293921194,933
-8471369.5548,5319584.75469999,2007/09/05 00:00:00+00,225 DELRAY AVE,0,9.0,5.0,,2007.0,36.0,-76.0996074850163,43.0499953960264,934
-8475492.6697,5318469.6534,2007/09/06 00:00:00+00,S CROUSE AVE & E ADAMS ST,0,9.0,6.0,,2007.0,36.0,-76.1366460563448,43.0426748614557,935
-8470737.43189999,5320011.05300001,2007/09/10 00:00:00+00,809 NORTHWAY ST,0,9.0,10.0,,2007.0,37.0,-76.0939290283911,43.052793773216,936
-8472334.0123,5316666.692,2007/09/12 00:00:00+00,201 CROYDEN RD,0,9.0,12.0,,2007.0,37.0,-76.1082713541476,43.030836742223,937
-8477581.63450001,5316740.34889999,2007/09/13 00:00:00+00,453 W CASTLE ST,0,9.0,13.0,,2007.0,37.0,-76.1554115464231,43.0313204130529,938
-8470772.4433,5320289.2201,2007/09/14 00:00:00+00,ERIE BLVD E & LIME ST,0,9.0,14.0,,2007.0,37.0,-76.0942435411485,43.0546196944581,939
-8470772.4433,5320289.2201,2007/09/14 00:00:00+00,ERIE BLVD E & LIME ST,0,9.0,14.0,,2007.0,37.0,-76.0942435411485,43.0546196944581,940
-8473297.7557,5319103.8681,2007/09/15 00:00:00+00,321 ALLEN ST,0,9.0,15.0,,2007.0,37.0,-76.1169288084095,43.0468385281166,941
-8471577.3676,5319058.3782,2007/09/17 00:00:00+00,100 GORLAND AVE,0,9.0,17.0,,2007.0,38.0,-76.101474299161,43.0465398929487,942
-8477608.514,5315622.34040001,2007/09/18 00:00:00+00,107 ROCKLAND AVE,0,9.0,18.0,,2007.0,38.0,-76.1556530090798,43.0239785576516,943
-8478936.85300001,5320648.4434,2007/09/18 00:00:00+00,SAND ST & SPENCER ST,0,9.0,18.0,,2007.0,38.0,-76.1675856813418,43.0569775976029,944
-8476108.9094,5318476.4262,2007/09/19 00:00:00+00,ALMOND ST & MONROE ST,0,9.0,19.0,,2007.0,38.0,-76.1421818317567,43.0427193268841,945
-8472929.9907,5316721.37339999,2007/09/21 00:00:00+00,1160 WESTMORELAND AVE,0,9.0,21.0,,2007.0,38.0,-76.1136251192049,43.0311958100763,946
-8476122.5005,5309703.6154,2007/09/24 00:00:00+00,GARY AVE & EDNA RD,0,9.0,24.0,,2007.0,39.0,-76.1423039226853,42.9850962244621,947
-8477869.5917,5315617.4966,2007/09/27 00:00:00+00,249 ROCKLAND AVE,0,9.0,27.0,,2007.0,39.0,-76.1579983099624,43.0239467469675,948
-8473077.3339,5319752.1706,2007/10/03 00:00:00+00,100 PEAT ST,0,10.0,3.0,,2007.0,40.0,-76.1149487256906,43.0510943901493,949
-8476070.5095,5319713.9192,2007/10/04 00:00:00+00,711 ERIE BLVD E,0,10.0,4.0,,2007.0,40.0,-76.1418368795859,43.0508432922953,950
-8473077.3339,5319752.1706,2007/10/05 00:00:00+00,100 PEAT ST,0,10.0,5.0,,2007.0,40.0,-76.1149487256906,43.0510943901493,951
-8471419.5194,5322807.1819,2007/10/09 00:00:00+00,200 LAMSON ST,0,10.0,9.0,,2007.0,41.0,-76.1000563246547,43.0711454156347,952
-8474540.3314,5314531.74029999,2007/10/11 00:00:00+00,1520 COMSTOCK AVE,0,10.0,11.0,,2007.0,41.0,-76.1280910558393,43.0168158444969,953
-8474632.4274,5314543.8284,2007/10/11 00:00:00+00,1003 JAMESVILLE AVE,0,10.0,11.0,,2007.0,41.0,-76.1289183682834,43.0168952398567,954
-8477636.78719999,5315621.7857,2007/10/15 00:00:00+00,129 ROCKLAND AVE,0,10.0,15.0,,2007.0,42.0,-76.1559069915567,43.0239749147715,955
-8478154.56519999,5313583.9441,2007/10/23 00:00:00+00,306 BARNES AVE,0,10.0,23.0,,2007.0,43.0,-76.1605582704685,43.0105903431138,956
-8475473.4181,5319631.49760001,2007/10/24 00:00:00+00,S CROUSE AVE & E WATER ST,0,10.0,24.0,,2007.0,43.0,-76.1364731162795,43.0503022396663,957
-8475219.0763,5319619.58870001,2007/10/31 00:00:00+00,1100 E WATER ST,0,10.0,31.0,,2007.0,44.0,-76.1341883250162,43.0502240638704,958
-8477999.5421,5319735.9519,2007/11/02 00:00:00+00,100 TRACY ST,0,11.0,2.0,,2007.0,44.0,-76.1591656742673,43.0509879240863,959
-8469836.362,5318274.2255,2007/11/05 00:00:00+00,3600 E GENESEE ST,0,11.0,5.0,,2007.0,45.0,-76.0858345797588,43.0413918058057,960
-8480587.8414,5317805.2025,2007/11/05 00:00:00+00,700 GRAND AVE,0,11.0,5.0,,2007.0,45.0,-76.182416762478,43.0383123887695,961
-8475860.0386,5319230.04729999,2007/11/07 00:00:00+00,FORMAN AVE & WELLINGTON PL,0,11.0,7.0,,2007.0,45.0,-76.1399461873226,43.0476668702416,962
-8477999.5421,5319735.9519,2007/11/07 00:00:00+00,100 TRACY ST,0,11.0,7.0,,2007.0,45.0,-76.1591656742673,43.0509879240863,963
-8474239.4758,5319820.353,2007/11/09 00:00:00+00,991 CANAL ST,0,11.0,9.0,,2007.0,45.0,-76.1253884240014,43.0515419647951,964
-8475092.9185,5320058.2945,2007/11/13 00:00:00+00,100 MANILLA ST,0,11.0,13.0,,2007.0,46.0,-76.1330550302167,43.0531038757565,965
-8475053.1417,5320060.56849999,2007/11/01 00:00:00+00,120 MANILLA ST,0,11.0,1.0,,2007.0,44.0,-76.1326977091428,43.0531188027022,966
-8473079.89589999,5319650.5756,2007/11/14 00:00:00+00,WESTMORELAND AVE & DAKIN ST,0,11.0,14.0,,2007.0,46.0,-76.1149717405281,43.0504274767042,967
-8470690.6178,5319100.7611,2007/11/15 00:00:00+00,100 PHILLIPS RD,0,11.0,15.0,,2007.0,46.0,-76.0935084901757,43.0468181311194,968
-8476949.3439,5313743.78329999,2007/11/18 00:00:00+00,115 CONAN ST,0,11.0,18.0,,2007.0,46.0,-76.1497315833232,43.0116402746193,969
-8479463.216,5317568.42199999,2007/11/18 00:00:00+00,320 PUTNAM ST,0,11.0,18.0,,2007.0,46.0,-76.1723140806207,43.0367577242002,970
-8477907.6005,5315616.8269,2007/11/19 00:00:00+00,263 ROCKLAND AVE,0,11.0,19.0,,2007.0,47.0,-76.1583397488221,43.0239423488459,971
-8470225.84339999,5321948.3646,2007/11/22 00:00:00+00,108 CONKLIN AVE,0,11.0,22.0,,2007.0,47.0,-76.0893333507038,43.0655093830236,972
-8477250.004,5317031.3363,2007/11/26 00:00:00+00,101 BLAINE ST,0,11.0,26.0,,2007.0,48.0,-76.1524324589547,43.0332311555884,973
-8471748.19679999,5323112.19160001,2007/11/26 00:00:00+00,178 COLBY AVE,0,11.0,26.0,,2007.0,48.0,-76.1030088839743,43.073146932739,974
-8476599.1219,5322392.26290001,2007/11/28 00:00:00+00,FIRST NORTH ST & CLEVELAND AVE,0,11.0,28.0,,2007.0,48.0,-76.1465854855688,43.0684225531054,975
-8470132.3062,5318371.182,2007/11/30 00:00:00+00,3538 E GENESEE ST,0,11.0,30.0,,2007.0,48.0,-76.0884930917399,43.0420283640483,976
-8474057.92149999,5321852.9146,2007/12/03 00:00:00+00,115 HAMPTON RD,0,12.0,3.0,,2007.0,49.0,-76.1237574939755,43.0648829555009,977
-8478462.7864,5319583.25129999,2007/12/05 00:00:00+00,400 TRACY ST,0,12.0,5.0,,2007.0,49.0,-76.1633270686171,43.0499855269357,978
-8479574.1292,5319019.0289,2007/12/05 00:00:00+00,1153 W FAYETTE ST,0,12.0,5.0,,2007.0,49.0,-76.1733104308484,43.0462815688336,979
-8479574.1292,5319019.0289,2007/12/04 00:00:00+00,1153 W FAYETTE ST,0,12.0,4.0,,2007.0,49.0,-76.1733104308484,43.0462815688336,980
-8478080.9944,5315715.3409,2007/12/05 00:00:00+00,PARKWAY DR & TEMPLE PL,0,12.0,5.0,,2007.0,49.0,-76.1598973727275,43.0245893165682,981
-8478080.9944,5315715.3409,2007/12/06 00:00:00+00,PARKWAY DR & TEMPLE PL,0,12.0,6.0,,2007.0,49.0,-76.1598973727275,43.0245893165682,982
-8472180.3301,5323408.61740001,2007/12/07 00:00:00+00,351 N EDWARDS AVE,0,12.0,7.0,,2007.0,49.0,-76.106890803456,43.0750920584365,983
-8477382.1823,5319725.0972,2007/12/08 00:00:00+00,98 S CLINTON ST,0,12.0,8.0,,2007.0,49.0,-76.1536198368259,43.0509166693711,984
-8477203.1838,5318127.73559999,2007/12/10 00:00:00+00,900 S CLINTON ST,0,12.0,10.0,,2007.0,50.0,-76.1520118659421,43.040430028432,985
-8481751.6099,5320850.9692,2007/12/13 00:00:00+00,867 EMERSON AVE,0,12.0,13.0,,2007.0,50.0,-76.1928710727853,43.0583069152273,986
-8474249.3359,5322312.1505,2007/12/14 00:00:00+00,103 DORCHESTER AVE,0,12.0,14.0,,2007.0,50.0,-76.1254769987867,43.0678968099294,987
-8476686.0133,5319654.4829,2007/12/15 00:00:00+00,E WATER ST & S STATE ST,0,12.0,15.0,,2007.0,50.0,-76.1473660442956,43.0504531260425,988
-8475221.1558,5319481.9333,2007/12/18 00:00:00+00,1100 E WASHINGTON ST,0,12.0,18.0,,2007.0,51.0,-76.1342070054826,43.0493204198237,989
-8471868.6634,5320123.0181,2007/12/18 00:00:00+00,ERIE BLVD E & SEELEY RD,0,12.0,18.0,,2007.0,51.0,-76.1040910538544,43.05352873171,990
-8481767.1224,5320871.12439999,2007/12/18 00:00:00+00,900 EMERSON AVE,0,12.0,18.0,,2007.0,51.0,-76.1930104239437,43.0584392062404,991
-8470480.0496,5319228.7922,2007/11/20 00:00:00+00,SALT SPRINGS RD & ALBERT RD,0,11.0,20.0,,2007.0,47.0,-76.0916169238516,43.0476586308072,992
-8478114.81480001,5324068.0305,2007/12/21 00:00:00+00,825 HIAWATHA BLVD E,0,12.0,21.0,,2007.0,51.0,-76.1602011865499,43.079418860383,993
-8470363.61400001,5321956.957,2007/12/22 00:00:00+00,268 BOSTON ST,0,12.0,22.0,,2007.0,51.0,-76.0905709650607,43.0655657736561,994
-8477910.62369999,5316317.5654,2007/12/21 00:00:00+00,135 CRESCENT AVE,0,12.0,21.0,,2007.0,51.0,-76.1583669066897,43.0285441373009,995
-8478339.9861,5317615.63799999,2007/12/23 00:00:00+00,W ONONDAGA ST & RICH ST,0,12.0,23.0,,2007.0,51.0,-76.1622239347532,43.037067740383,996
-8470803.3224,5321215.8118,2007/12/23 00:00:00+00,3100 BURNET AVE,0,12.0,23.0,,2007.0,51.0,-76.0945209328234,43.0607015581362,997
-8470364.3752,5321970.2374,2007/12/30 00:00:00+00,264 BOSTON ST,0,12.0,30.0,,2007.0,52.0,-76.0905778030366,43.0656529308274,998
-8480717.5392,5320611.85709999,2006/12/08 00:00:00+00,HIAWATHA BLVD W & DUKE DR,0,12.0,8.0,,2006.0,49.0,-76.1835818576386,43.0567374532074,999
-8474568.4748,5315210.8077,2006/12/08 00:00:00+00,1225 COMSTOCK AVE,0,12.0,8.0,,2006.0,49.0,-76.128343872303,43.0212758404727,1000
-8482049.2927,5316331.9809,2011/08/22 00:00:00+00,100 HUNTINGTON RD,0,8.0,22.0,,2011.0,34.0,-76.1955452028759,43.0286388010647,1001
-8479398.2989,5318306.72369999,2011/08/24 00:00:00+00,631 S GEDDES ST,0,8.0,24.0,,2011.0,34.0,-76.1717309203894,43.0416051702364,1002
-8476943.4154,5311323.3653,2004/02/28 00:00:00+00,139 BROOKLEA PL,0,2.0,28.0,,2004.0,9.0,-76.1496783267016,42.9957394173162,1003
-8477092.3065,5318254.6015,2011/08/27 00:00:00+00,650 S SALINA ST,0,8.0,27.0,,2011.0,35.0,-76.1510158382096,43.0412629655849,1004
-8480720.5478,5319916.5989,2011/09/03 00:00:00+00,1801 W FAYETTE ST,0,9.0,3.0,,2011.0,36.0,-76.1836088843522,43.0521737531386,1005
-8476019.129,5323855.5686,2004/03/03 00:00:00+00,MALVERNE DR & HILLSIDE ST,0,3.0,3.0,,2004.0,9.0,-76.1413753207013,43.0780248047237,1006
-8478629.4272,5318125.97439999,2011/09/04 00:00:00+00,210 MERRIMAN AVE,0,9.0,4.0,,2011.0,36.0,-76.164824028393,43.0404184652065,1007
-8475391.8861,5313358.91119999,2006/02/28 00:00:00+00,500 E GLEN AVE,0,2.0,28.0,,2006.0,9.0,-76.1357407018621,43.0091121450614,1008
-8479678.44810001,5319376.80269999,2004/03/03 00:00:00+00,100 LIBERTY ST,0,3.0,3.0,,2004.0,9.0,-76.1742475434714,43.0486302770825,1009
-8482245.9704,5321303.3342,2011/09/02 00:00:00+00,101 KANE RD,0,9.0,2.0,,2011.0,35.0,-76.1973119887154,43.061275997141,1010
-8476969.95579999,5319842.08380001,2004/03/04 00:00:00+00,JAMES ST & OSWEGO BLVD,0,3.0,4.0,,2004.0,10.0,-76.1499167431712,43.0516846131665,1011
-8481105.4638,5319953.81049999,2006/03/02 00:00:00+00,W GENESEE ST & SAINT MARKS AVE,0,3.0,2.0,,2006.0,9.0,-76.1870666436112,43.0524180200342,1012
-8482177.4353,5321100.4743,2011/09/02 00:00:00+00,ERIE BLVD W & EMERSON AVE,0,9.0,2.0,,2011.0,35.0,-76.1966963274371,43.0599445510374,1013
-8482316.9205,5320975.2637,2004/03/04 00:00:00+00,1219 MILTON AVE,0,3.0,4.0,,2004.0,10.0,-76.1979493443078,43.0591227321718,1014
-8480872.8765,5320137.988,2006/03/02 00:00:00+00,W FAYETTE ST & SCHOOL ST,0,3.0,2.0,,2006.0,9.0,-76.1849772763464,43.0536269960836,1015
-8470679.6311,5317599.1917,2005/02/04 00:00:00+00,404 KIMBER RD,0,2.0,4.0,,2005.0,5.0,-76.0934097949704,43.0369597555738,1016
-8479465.1423,5319885.28639999,2011/09/01 00:00:00+00,725 PARK AVE,0,9.0,1.0,,2011.0,35.0,-76.172331384868,43.0519682087594,1017
-8475360.4647,5320323.98839999,2004/03/04 00:00:00+00,121 FOUNTAIN ST,0,3.0,4.0,,2004.0,10.0,-76.1354584386234,43.0548479138065,1018
-8472144.3763,5317201.2306,2006/03/03 00:00:00+00,507 SCOTT AVE,0,3.0,3.0,,2006.0,9.0,-76.1065678249754,43.0343467236913,1019
-8474578.9252,5315246.2019,2011/09/01 00:00:00+00,COMSTOCK AVE & VINCENT ST,0,9.0,1.0,,2011.0,35.0,-76.1284377498435,43.0215082945083,1020
-8471772.77389999,5318219.0989,2005/02/06 00:00:00+00,109 HATHERLY RD,0,2.0,6.0,,2005.0,6.0,-76.10322966382,43.0410298746597,1021
-8473042.1172,5319775.0065,2004/03/04 00:00:00+00,2015 ERIE BLVD E,0,3.0,4.0,,2004.0,10.0,-76.1146323686919,43.0512442938584,1022
-8472530.0352,5323313.63339999,2006/03/04 00:00:00+00,339 NORWOOD AVE,0,3.0,4.0,,2006.0,9.0,-76.1100322578187,43.0744687866878,1023
-8477931.6833,5313763.92119999,2011/09/07 00:00:00+00,127 MARVIN RD,0,9.0,7.0,,2011.0,36.0,-76.1585560882953,43.0117725526348,1024
-8474144.6122,5322973.9476,2005/02/07 00:00:00+00,128 FEIGEL AVE,0,2.0,7.0,,2005.0,6.0,-76.1245362497835,43.0722397640154,1025
-8478315.90709999,5322040.8693,2004/03/07 00:00:00+00,SUNSET AVE & TURTLE ST,0,3.0,7.0,,2004.0,10.0,-76.1620076294159,43.0661164747685,1026
-8477580.74009999,5311812.56939999,2006/03/06 00:00:00+00,211 MERRITT AVE,0,3.0,6.0,,2006.0,10.0,-76.1554035118911,42.9989535595824,1027
-8478112.1953,5317194.51450001,2011/09/07 00:00:00+00,166 HUDSON ST,0,9.0,7.0,,2011.0,36.0,-76.160177655181,43.0343026244983,1028
-8475464.381,5322185.2043,2005/02/08 00:00:00+00,1109 OAK ST,0,2.0,8.0,,2005.0,6.0,-76.136391934629,43.0670637074616,1029
-8475217.3825,5312393.46949999,2004/03/09 00:00:00+00,485 E SENECA TPKE,0,3.0,9.0,,2004.0,10.0,-76.1341731093519,43.0027699395939,1030
-8477902.581,5314601.6192,2006/03/07 00:00:00+00,133 BERTRAM PL,0,3.0,7.0,,2006.0,10.0,-76.1582946578864,43.0172748118498,1031
-8481514.8799,5320747.95219999,2011/09/14 00:00:00+00,821 EMERSON AVE,0,9.0,14.0,,2011.0,37.0,-76.1907444910132,43.0576307466385,1032
-8481414.8087,5320506.41539999,2005/02/09 00:00:00+00,KINGSLEY PL & LEWIS ST,0,2.0,9.0,,2005.0,6.0,-76.1898455361286,43.0560453519077,1033
-8478593.4065,5317353.83129999,2004/03/10 00:00:00+00,100 ONONDAGA AVE,0,3.0,10.0,,2004.0,10.0,-76.1645004489395,43.0353487204408,1034
-8476959.6351,5323242.4694,2006/03/09 00:00:00+00,KIRKPATRICK ST & GRANT BLVD,0,3.0,9.0,,2006.0,10.0,-76.1498240307457,43.0740018143002,1035
-8475554.0398,5318695.7214,2011/09/13 00:00:00+00,850 HARRISON ST,0,9.0,13.0,,2011.0,37.0,-76.1371973533329,43.0441590470973,1036
-8481795.81439999,5316481.3908,2005/02/09 00:00:00+00,119 MERRELL RD,0,2.0,9.0,,2005.0,6.0,-76.193268168565,43.0296199380029,1037
-8476043.5915,5317122.8643,2004/03/11 00:00:00+00,112 OAKLAND ST,0,3.0,11.0,,2004.0,11.0,-76.1415950710777,43.0338321536524,1038
-8472530.0352,5323313.63339999,2006/03/09 00:00:00+00,339 NORWOOD AVE,0,3.0,9.0,,2006.0,10.0,-76.1100322578187,43.0744687866878,1039
-8475514.2363,5315494.2176,2011/09/12 00:00:00+00,245 MOORE AVE,0,9.0,12.0,,2011.0,37.0,-76.1368397924088,43.0231371313361,1040
-8475042.1822,5312411.4689,2005/02/09 00:00:00+00,527 E SENECA TPKE,0,2.0,9.0,,2005.0,6.0,-76.1325992582792,43.0028881877245,1041
-8478297.3056,5318144.6583,2004/03/16 00:00:00+00,100 MERRIMAN AVE,0,3.0,16.0,,2004.0,11.0,-76.1618405292984,43.0405411349506,1042
-8470682.1178,5317632.3572,2006/03/19 00:00:00+00,400 KIMBER RD,0,3.0,19.0,,2006.0,12.0,-76.0934321333766,43.0371775168324,1043
-8480785.7685,5320033.52889999,2011/09/12 00:00:00+00,1850 W FAYETTE ST,0,9.0,12.0,,2011.0,37.0,-76.1841947718687,43.0529413096601,1044
-8475108.0234,5315063.9656,2005/02/09 00:00:00+00,127 ALDEN ST,0,2.0,9.0,,2005.0,6.0,-76.1331907198421,43.0203114346818,1045
-8478034.174,5314697.2823,2012/08/22 00:00:00+00,943 LAFAYETTE AVE W,0,8.0,22.0,,2012.0,34.0,-76.1594767779182,43.0179031252757,1046
-8475492.6697,5318469.6534,2004/03/20 00:00:00+00,S CROUSE AVE & E ADAMS ST,0,3.0,20.0,,2004.0,12.0,-76.1366460563448,43.0426748614557,1047
-8479686.2337,5317323.5815,2004/03/22 00:00:00+00,ELLIOTT ST & S GEDDES ST,0,3.0,22.0,,2004.0,12.0,-76.1743174827061,43.0351500974799,1048
-8479686.2337,5317323.5815,2004/03/23 00:00:00+00,ELLIOTT ST & S GEDDES ST,0,3.0,23.0,,2004.0,12.0,-76.1743174827061,43.0351500974799,1049
-8479699.871,5317304.11619999,2004/03/25 00:00:00+00,405 ELLIOTT ST,0,3.0,25.0,,2004.0,13.0,-76.1744399886563,43.035022286195,1050
